collection,doc_category,original_filename,pages_in_subset,num_pages_full,coverage_pct
ann_reports_00_04_fancy,financial_reports,NYSE_FBP_2001.pdf,80,83,96.3855421686747
ann_reports_00_04_fancy,financial_reports,ASX_SUL_2004.pdf,80,93,86.02150537634408
ann_reports_00_04_fancy,financial_reports,NYSE_ZBH_2003.pdf,78,80,97.5
ann_reports_00_04_fancy,financial_reports,TSX_CJR_2000.pdf,78,80,97.5
ann_reports_00_04_fancy,financial_reports,OTC_PMMAF_2004.pdf,77,78,98.71794871794873
ann_reports_00_04_fancy,financial_reports,NYSE_SHW_2004.pdf,76,76,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_HP_2004.pdf,76,95,80.0
ann_reports_00_04_fancy,financial_reports,ASX_SBM_2004.pdf,75,76,98.68421052631578
ann_reports_00_04_fancy,financial_reports,TSX_FCR_2003.pdf,74,74,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_GCI_2001.pdf,74,76,97.36842105263158
ann_reports_00_04_fancy,financial_reports,NASDAQ_ATVI_2004.pdf,73,73,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_HES_2003.pdf,73,74,98.64864864864865
ann_reports_00_04_fancy,financial_reports,NASDAQ_AGYS_2003.pdf,72,74,97.2972972972973
ann_reports_00_04_fancy,financial_reports,NYSE_USM_2003.pdf,72,74,97.2972972972973
ann_reports_00_04_fancy,financial_reports,TSX_TRP_2001.pdf,72,76,94.73684210526315
ann_reports_00_04_fancy,financial_reports,NASDAQ_FRME_2003.pdf,71,72,98.61111111111111
ann_reports_00_04_fancy,financial_reports,NYSE_AA_2004.pdf,71,72,98.61111111111111
ann_reports_00_04_fancy,financial_reports,NASDAQ_AZPN_2003.pdf,71,76,93.42105263157895
ann_reports_00_04_fancy,financial_reports,NYSE_KMT_2002.pdf,70,70,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_ATI_2003.pdf,70,74,94.5945945945946
ann_reports_00_04_fancy,financial_reports,NYSE_RTN_2003.pdf,67,68,98.52941176470588
ann_reports_00_04_fancy,financial_reports,NYSE_SKT_2003.pdf,67,68,98.52941176470588
ann_reports_00_04_fancy,financial_reports,NASDAQ_IBKC_2002.pdf,66,68,97.05882352941177
ann_reports_00_04_fancy,financial_reports,NYSE_MOV_2001.pdf,65,66,98.48484848484848
ann_reports_00_04_fancy,financial_reports,NYSE_APH_2004.pdf,64,66,96.96969696969697
ann_reports_00_04_fancy,financial_reports,NYSE_HPQ_2000.pdf,64,66,96.96969696969697
ann_reports_00_04_fancy,financial_reports,TSX_FTS_2001.pdf,63,67,94.02985074626866
ann_reports_00_04_fancy,financial_reports,ASX_TCL_2001.pdf,62,62,100.0
ann_reports_00_04_fancy,financial_reports,TSX_ENB_2000.pdf,62,62,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_TSN_2002.pdf,62,63,98.4126984126984
ann_reports_00_04_fancy,financial_reports,NASDAQ_ASTE_2002.pdf,62,64,96.875
ann_reports_00_04_fancy,financial_reports,NYSE_FCF_2003.pdf,62,64,96.875
ann_reports_00_04_fancy,financial_reports,NASDAQ_BOKF_2001.pdf,62,72,86.11111111111111
ann_reports_00_04_fancy,financial_reports,NYSE_CWT_2002.pdf,60,60,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_FCF_2002.pdf,60,60,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_ARE_2003.pdf,60,62,96.7741935483871
ann_reports_00_04_fancy,financial_reports,NYSE_CAH_2000.pdf,60,64,93.75
ann_reports_00_04_fancy,financial_reports,NYSE_K_2003.pdf,59,60,98.33333333333333
ann_reports_00_04_fancy,financial_reports,NYSE_MKC_2004.pdf,59,60,98.33333333333333
ann_reports_00_04_fancy,financial_reports,OTC_FUJHY_2003.pdf,59,66,89.39393939393939
ann_reports_00_04_fancy,financial_reports,OTC_FJTSF_2004.pdf,58,60,96.66666666666667
ann_reports_00_04_fancy,financial_reports,TSX_SAP_2002.pdf,56,57,98.24561403508771
ann_reports_00_04_fancy,financial_reports,OTC_TOSYY_2002.pdf,56,70,80.0
ann_reports_00_04_fancy,financial_reports,ASX_GNC_2001.pdf,55,62,88.70967741935483
ann_reports_00_04_fancy,financial_reports,NYSE_RDN_2001.pdf,54,54,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_AZO_2003.pdf,54,55,98.18181818181819
ann_reports_00_04_fancy,financial_reports,NASDAQ_TTWO_2003.pdf,53,54,98.14814814814815
ann_reports_00_04_fancy,financial_reports,NYSE_FCF_2001.pdf,53,58,91.37931034482759
ann_reports_00_04_fancy,financial_reports,NYSE_AGN_2003.pdf,52,52,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_ENR_2000.pdf,52,52,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_DLTR_2004.pdf,52,54,96.29629629629629
ann_reports_00_04_fancy,financial_reports,NASDAQ_DIOD_2004.pdf,50,52,96.15384615384616
ann_reports_00_04_fancy,financial_reports,NYSE_PG_2002.pdf,50,52,96.15384615384616
ann_reports_00_04_fancy,financial_reports,NYSE_BFS_2004.pdf,50,56,89.28571428571429
ann_reports_00_04_fancy,financial_reports,OTC_TOSYY_2003.pdf,50,64,78.125
ann_reports_00_04_fancy,financial_reports,NYSE_PNM_2003.pdf,49,49,100.0
ann_reports_00_04_fancy,financial_reports,OTC_CHYCY_2003.pdf,49,50,98.0
ann_reports_00_04_fancy,financial_reports,NYSE_EME_2001.pdf,49,52,94.23076923076923
ann_reports_00_04_fancy,financial_reports,TSX_SAP_2003.pdf,49,54,90.74074074074075
ann_reports_00_04_fancy,financial_reports,NASDAQ_CTSH_2004.pdf,48,48,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_CMI_2000.pdf,48,48,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_EW_2001.pdf,47,48,97.91666666666666
ann_reports_00_04_fancy,financial_reports,NASDAQ_WWD_2002.pdf,47,49,95.91836734693877
ann_reports_00_04_fancy,financial_reports,NYSE_DRI_2004.pdf,47,58,81.03448275862068
ann_reports_00_04_fancy,financial_reports,NASDAQ_MAR_2001.pdf,46,46,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_TGT_2003.pdf,46,46,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_FORR_2000.pdf,45,46,97.82608695652173
ann_reports_00_04_fancy,financial_reports,NYSE_EME_2000.pdf,45,46,97.82608695652173
ann_reports_00_04_fancy,financial_reports,OTC_DKILF_2001.pdf,44,46,95.65217391304348
ann_reports_00_04_fancy,financial_reports,TSX_TSB_2004.pdf,44,64,68.75
ann_reports_00_04_fancy,financial_reports,NASDAQ_CTSH_2002.pdf,43,44,97.72727272727273
ann_reports_00_04_fancy,financial_reports,NYSE_B_2003.pdf,43,44,97.72727272727273
ann_reports_00_04_fancy,financial_reports,NYSE_NUS_2004.pdf,43,44,97.72727272727273
ann_reports_00_04_fancy,financial_reports,OTC_FJTSF_2000.pdf,43,46,93.47826086956522
ann_reports_00_04_fancy,financial_reports,NYSE_BFS_2002.pdf,42,42,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_PH_2001.pdf,42,46,91.30434782608695
ann_reports_00_04_fancy,financial_reports,ASX_CAB_2001.pdf,40,40,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_DW_2003.pdf,40,40,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_HIG_2003.pdf,40,40,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_TDS_2001.pdf,40,40,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_CWCO_2000.pdf,39,39,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_NATH_2004.pdf,39,40,97.5
ann_reports_00_04_fancy,financial_reports,NYSE_SJM_2003.pdf,39,44,88.63636363636364
ann_reports_00_04_fancy,financial_reports,NASDAQ_MIDD_2004.pdf,38,40,95.0
ann_reports_00_04_fancy,financial_reports,NYSE_DCI_2001.pdf,38,42,90.47619047619048
ann_reports_00_04_fancy,financial_reports,NYSE_MYE_2001.pdf,37,38,97.36842105263158
ann_reports_00_04_fancy,financial_reports,NASDAQ_FAST_2004.pdf,37,39,94.87179487179486
ann_reports_00_04_fancy,financial_reports,NASDAQ_PLCE_2001.pdf,37,43,86.04651162790698
ann_reports_00_04_fancy,financial_reports,NASDAQ_DXYN_2001.pdf,36,36,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_HIG_2004.pdf,36,36,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_PBI_2004.pdf,35,36,97.22222222222221
ann_reports_00_04_fancy,financial_reports,NYSE_UTX_2002.pdf,35,36,97.22222222222221
ann_reports_00_04_fancy,financial_reports,NYSE_JEC_2002.pdf,34,44,77.27272727272727
ann_reports_00_04_fancy,financial_reports,AMEX_TTNP_2001.pdf,33,34,97.05882352941177
ann_reports_00_04_fancy,financial_reports,NASDAQ_NWPX_2000.pdf,32,32,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_RGLD_2001.pdf,32,32,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_BWA_2004.pdf,31,31,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_ANF_2002.pdf,30,32,93.75
ann_reports_00_04_fancy,financial_reports,NASDAQ_SCCO_2004.pdf,29,29,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_ADTN_2002.pdf,28,28,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_MANH_2003.pdf,28,28,100.0
ann_reports_00_04_fancy,financial_reports,TSX-V_AXM_2001.pdf,28,28,100.0
ann_reports_00_04_fancy,financial_reports,TSX_WTE.UN_2002.pdf,28,28,100.0
ann_reports_00_04_fancy,financial_reports,AMEX_NBR_2002.pdf,28,30,93.33333333333333
ann_reports_00_04_fancy,financial_reports,NASDAQ_WASH_2002.pdf,26,26,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_STRT_2001.pdf,26,28,92.85714285714286
ann_reports_00_04_fancy,financial_reports,NYSE_AEP_2004.pdf,26,28,92.85714285714286
ann_reports_00_04_fancy,financial_reports,NYSE_LEE_2000.pdf,26,28,92.85714285714286
ann_reports_00_04_fancy,financial_reports,AMEX_IMH_2000.pdf,25,25,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_CWT_2001.pdf,25,25,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_SO_2002.pdf,24,24,100.0
ann_reports_10_14_fancy,financial_reports,NYSE_AEG_2013.pdf,24,358,6.70391061452514
ann_reports_00_04_fancy,financial_reports,NASDAQ_CAC_2002.pdf,23,23,100.0
ann_reports_10_14_fancy,financial_reports,NYSE_AEG_2010.pdf,23,258,8.914728682170542
ann_reports_00_04_fancy,financial_reports,NASDAQ_DCOM_2002.pdf,22,22,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_FBC_2003.pdf,22,24,91.66666666666666
ann_reports_00_04_fancy,financial_reports,NYSE_GL_2002.pdf,22,24,91.66666666666666
ann_reports_00_04_fancy,financial_reports,NASDAQ_ITIC_2000.pdf,21,21,100.0
ann_reports_10_14_fancy,financial_reports,ASX_MQA_2014.pdf,21,232,9.051724137931034
ann_reports_10_14_fancy,financial_reports,NYSE_RDN_2012.pdf,21,296,7.094594594594595
ann_reports_00_04_fancy,financial_reports,NASDAQ_HAIN_2004.pdf,20,20,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_COF_2003.pdf,20,20,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_SEE_2003.pdf,20,20,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_HSC_2002.pdf,19,20,95.0
ann_reports_00_04_fancy,financial_reports,NYSE_OII_2003.pdf,19,22,86.36363636363636
ann_reports_00_04_fancy,financial_reports,NYSE_MOG.A_2003.pdf,19,24,79.16666666666666
ann_reports_00_04_fancy,financial_reports,NYSE_CACI_2003.pdf,18,18,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_WMT_2001.pdf,18,19,94.73684210526315
ann_reports_00_04_fancy,financial_reports,NYSE_GLW_2003.pdf,17,17,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_NUS_2000.pdf,17,17,100.0
ann_reports_10_14_fancy,financial_reports,NYSE_SPG_2011.pdf,17,76,22.36842105263158
ann_reports_00_04_fancy,financial_reports,NASDAQ_CAKE_2003.pdf,16,16,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_BXP_2001.pdf,16,16,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_FLO_2003.pdf,16,22,72.72727272727273
ann_reports_00_04_fancy,financial_reports,NYSE_HSC_2003.pdf,15,17,88.23529411764706
ann_reports_00_04_fancy,financial_reports,NYSE_DRQ_2002.pdf,14,14,100.0
ann_reports_10_14_fancy,financial_reports,NASDAQ_DLGS_2012.pdf,14,125,11.200000000000001
ann_reports_10_14_fancy,financial_reports,NYSE_TDW_2010.pdf,14,128,10.9375
ann_reports_00_04_fancy,financial_reports,NYSE_SRI_2001.pdf,13,14,92.85714285714286
ann_reports_10_14_fancy,financial_reports,NYSE_CBL_2011.pdf,13,96,13.541666666666666
ann_reports_10_14_fancy,financial_reports,TSX_4503_2014.pdf,13,172,7.55813953488372
ann_reports_10_14_fancy,financial_reports,NYSE_CHT_2010.pdf,13,244,5.327868852459016
ann_reports_00_04_fancy,financial_reports,NASDAQ_ALGN_2002.pdf,12,12,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_LABL_2004.pdf,12,12,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_CHS_2004.pdf,12,12,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_CLI_2002.pdf,12,12,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_CSX_2004.pdf,12,12,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_TGI_2002.pdf,12,14,85.71428571428571
ann_reports_00_04_fancy,financial_reports,NASDAQ_BUSE_2001.pdf,12,15,80.0
ann_reports_10_14_fancy,financial_reports,NASDAQ_PCAR_2011.pdf,12,90,13.333333333333334
ann_reports_10_14_fancy,financial_reports,NYSE_UTX_2012.pdf,12,104,11.538461538461538
ann_reports_10_14_fancy,financial_reports,TSX_RSI_2013.pdf,12,104,11.538461538461538
ann_reports_10_14_fancy,financial_reports,NASDAQ_SWKS_2011.pdf,12,134,8.955223880597014
ann_reports_10_14_fancy,financial_reports,OTC_CRH.I_2012.pdf,12,143,8.391608391608392
ann_reports_10_14_fancy,financial_reports,NYSE_TCK_2012.pdf,12,152,7.894736842105263
ann_reports_10_14_fancy,financial_reports,NYSE_MET_2012.pdf,12,215,5.5813953488372094
ann_reports_10_14_fancy,financial_reports,NYSE_CHT_2011.pdf,12,244,4.918032786885246
ann_reports_00_04_fancy,financial_reports,NYSE_CBZ_2001.pdf,11,11,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_BRC_2003.pdf,11,12,91.66666666666666
ann_reports_00_04_fancy,financial_reports,NYSE_CEC_2004.pdf,11,12,91.66666666666666
ann_reports_10_14_fancy,financial_reports,TSX_MRU-A_2014.pdf,11,88,12.5
ann_reports_10_14_fancy,financial_reports,NYSE_NNN_2013.pdf,11,108,10.185185185185185
ann_reports_10_14_fancy,financial_reports,TSX_HLF_2011.pdf,11,124,8.870967741935484
ann_reports_10_14_fancy,financial_reports,TSX_CPX_2012.pdf,11,136,8.088235294117647
ann_reports_10_14_fancy,financial_reports,NYSE_CI_2012.pdf,11,182,6.043956043956044
ann_reports_00_04_fancy,financial_reports,NYSE_CFR_2002.pdf,10,10,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_DY_2004.pdf,10,10,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_CBZ_2000.pdf,10,12,83.33333333333334
ann_reports_10_14_fancy,financial_reports,NYSE_SSL_2010.pdf,10,95,10.526315789473683
ann_reports_10_14_fancy,financial_reports,ASX_AGK.AX_2011.pdf,10,146,6.8493150684931505
ann_reports_00_04_fancy,financial_reports,NYSE_BDC_2003.pdf,9,10,90.0
ann_reports_00_04_fancy,financial_reports,NYSE_CIT_2002.pdf,9,10,90.0
ann_reports_00_04_fancy,financial_reports,NYSE_WCN_2004.pdf,9,10,90.0
ann_reports_10_14_fancy,financial_reports,NYSE_BMY_2012.pdf,9,104,8.653846153846153
ann_reports_10_14_fancy,financial_reports,NYSE_TKR_2011.pdf,9,122,7.377049180327869
ann_reports_10_14_fancy,financial_reports,NYSE_DOX_2013.pdf,9,123,7.317073170731707
ann_reports_10_14_fancy,financial_reports,NYSE_NYT_2014.pdf,9,128,7.03125
ann_reports_10_14_fancy,financial_reports,NASDAQ_FITB_2010.pdf,9,150,6.0
ann_reports_10_14_fancy,financial_reports,OTC_CABJF_2013.pdf,9,164,5.487804878048781
ann_reports_00_04_fancy,financial_reports,NASDAQ_ACIW_2004.pdf,8,8,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_NWPX_2003.pdf,8,8,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_NXGN_2004.pdf,8,8,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_VSEC_2003.pdf,8,8,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_HBPI_2002.pdf,8,8,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_ROL_2000.pdf,8,8,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_RCKY_2002.pdf,8,9,88.88888888888889
ann_reports_00_04_fancy,financial_reports,NYSE_CFR_2004.pdf,8,9,88.88888888888889
ann_reports_00_04_fancy,financial_reports,NASDAQ_CMCO_2003.pdf,8,13,61.53846153846154
ann_reports_10_14_fancy,financial_reports,OTC_JSGRY_2010.pdf,8,94,8.51063829787234
ann_reports_10_14_fancy,financial_reports,NYSE_CR_2012.pdf,8,99,8.080808080808081
ann_reports_10_14_fancy,financial_reports,ASX_KAR_2011.pdf,8,100,8.0
ann_reports_10_14_fancy,financial_reports,NYSE_FMC_2010.pdf,8,112,7.142857142857142
ann_reports_10_14_fancy,financial_reports,OTC_DSECF_2012.pdf,8,116,6.896551724137931
ann_reports_10_14_fancy,financial_reports,ASX_AAC_2013.pdf,8,117,6.837606837606838
ann_reports_10_14_fancy,financial_reports,ASX_MLX_2011.pdf,8,126,6.349206349206349
ann_reports_10_14_fancy,financial_reports,TSX_AQN_2012.pdf,8,144,5.555555555555555
ann_reports_10_14_fancy,financial_reports,NASDAQ_MORN_2010.pdf,8,151,5.298013245033113
ann_reports_00_04_fancy,financial_reports,NYSE_DHR_2001.pdf,7,8,87.5
ann_reports_00_04_fancy,financial_reports,NASDAQ_ADSK_2003.pdf,7,11,63.63636363636363
ann_reports_00_04_fancy,financial_reports,NASDAQ_TTMI_2003.pdf,7,12,58.333333333333336
ann_reports_10_14_fancy,financial_reports,OTC_NSANY_2012.pdf,7,42,16.666666666666664
ann_reports_10_14_fancy,financial_reports,NYSE_SYT_2011.pdf,7,62,11.29032258064516
ann_reports_10_14_fancy,financial_reports,NASDAQ_ADTN_2013.pdf,7,70,10.0
ann_reports_10_14_fancy,financial_reports,TSX_AKT_2013.pdf,7,70,10.0
ann_reports_10_14_fancy,financial_reports,ASX_KMD_2013.pdf,7,84,8.333333333333332
ann_reports_10_14_fancy,financial_reports,NYSE_DRQ_2014.pdf,7,88,7.954545454545454
ann_reports_10_14_fancy,financial_reports,NYSE_GIS_2010.pdf,7,94,7.446808510638298
ann_reports_10_14_fancy,financial_reports,TSX_HR.UN_2010.pdf,7,96,7.291666666666667
ann_reports_10_14_fancy,financial_reports,NASDAQ_LARK_2012.pdf,7,116,6.0344827586206895
ann_reports_10_14_fancy,financial_reports,NYSE_DAN_2014.pdf,7,118,5.932203389830509
ann_reports_10_14_fancy,financial_reports,NYSE_JPM_2011.pdf,7,316,2.2151898734177213
ann_reports_00_04_fancy,financial_reports,NASDAQ_AKAM_2002.pdf,6,6,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_BRKS_2001.pdf,6,6,100.0
ann_reports_00_04_fancy,financial_reports,NASDAQ_QUIK_2000.pdf,6,6,100.0
ann_reports_10_14_fancy,financial_reports,NASDAQ_CALB_2011.pdf,6,50,12.0
ann_reports_10_14_fancy,financial_reports,TSX-V_MMY_2011.pdf,6,73,8.21917808219178
ann_reports_10_14_fancy,financial_reports,NASDAQ_SBGI_2010.pdf,6,80,7.5
ann_reports_10_14_fancy,financial_reports,TSX_CIX_2012.pdf,6,93,6.451612903225806
ann_reports_10_14_fancy,financial_reports,NYSE_CLB_2013.pdf,6,99,6.0606060606060606
ann_reports_10_14_fancy,financial_reports,NYSE_LMT_2011.pdf,6,110,5.454545454545454
ann_reports_10_14_fancy,financial_reports,TSX_BAM.A_2013.pdf,6,153,3.9215686274509802
ann_reports_10_14_fancy,financial_reports,ASX_AGK.AX_2012.pdf,6,154,3.896103896103896
ann_reports_10_14_fancy,financial_reports,OTC_YRKB_2013.pdf,5,40,12.5
ann_reports_10_14_fancy,financial_reports,TSX_ARX_2010.pdf,5,40,12.5
ann_reports_10_14_fancy,financial_reports,TSX_CUP_2011.pdf,5,62,8.064516129032258
ann_reports_10_14_fancy,financial_reports,NYSE_BBW_2013.pdf,5,68,7.352941176470589
ann_reports_10_14_fancy,financial_reports,NYSE_HRL_2014.pdf,5,68,7.352941176470589
ann_reports_10_14_fancy,financial_reports,ASX_KMD_2012.pdf,5,84,5.952380952380952
ann_reports_10_14_fancy,financial_reports,TSX_AD_2011.pdf,5,84,5.952380952380952
ann_reports_10_14_fancy,financial_reports,ASX_PRU_2011.pdf,5,96,5.208333333333334
ann_reports_10_14_fancy,financial_reports,TSX_CSE_2013.pdf,5,108,4.62962962962963
ann_reports_10_14_fancy,financial_reports,NYSE_CYD_2013.pdf,5,128,3.90625
ann_reports_10_14_fancy,financial_reports,NYSE_JONE_2013.pdf,4,16,25.0
ann_reports_10_14_fancy,financial_reports,NASDAQ_PRAA_2010.pdf,4,23,17.391304347826086
ann_reports_10_14_fancy,financial_reports,OTC_nwin_2010.pdf,4,48,8.333333333333332
ann_reports_10_14_fancy,financial_reports,TSX-V_CMD.V_2012.pdf,4,49,8.16326530612245
ann_reports_10_14_fancy,financial_reports,TSX-V_MMY_2010.pdf,4,49,8.16326530612245
ann_reports_10_14_fancy,financial_reports,NYSE_TSS_2010.pdf,4,69,5.797101449275362
ann_reports_10_14_fancy,financial_reports,NASDAQ_AUBN_2011.pdf,4,94,4.25531914893617
ann_reports_10_14_fancy,financial_reports,ASX_MIN_2014.pdf,4,100,4.0
ann_reports_10_14_fancy,financial_reports,TSX_H_2013.pdf,4,100,4.0
ann_reports_10_14_fancy,financial_reports,NYSE_MTX_2013.pdf,4,102,3.9215686274509802
ann_reports_10_14_fancy,financial_reports,TSX_HLF_2013.pdf,4,108,3.7037037037037033
ann_reports_10_14_fancy,financial_reports,ASX_IFL_2012.pdf,4,128,3.125
ann_reports_10_14_fancy,financial_reports,ASX_FXJ_2013.pdf,4,132,3.0303030303030303
ann_reports_00_04_fancy,financial_reports,NYSE_VSH_2004.pdf,3,20,15.0
ann_reports_10_14_fancy,financial_reports,NYSE_PSLV_2014.pdf,3,24,12.5
ann_reports_10_14_fancy,financial_reports,TSX_CDD_2010.pdf,3,24,12.5
ann_reports_10_14_fancy,financial_reports,TSX_DIV_2014.pdf,3,37,8.108108108108109
ann_reports_10_14_fancy,financial_reports,TSX_AD_2013.pdf,3,70,4.285714285714286
ann_reports_10_14_fancy,financial_reports,ASX_CDD_2010.pdf,3,80,3.75
ann_reports_10_14_fancy,financial_reports,NYSE_JNJ_2010.pdf,3,80,3.75
ann_reports_10_14_fancy,financial_reports,NASDAQ_JBLU_2013.pdf,3,96,3.125
ann_reports_10_14_fancy,financial_reports,NYSE_HL_2012.pdf,3,96,3.125
ann_reports_10_14_fancy,financial_reports,NYSE_CRK_2013.pdf,3,109,2.7522935779816518
ann_reports_00_04_fancy,financial_reports,NASDAQ_ALSK_2004.pdf,2,2,100.0
ann_reports_00_04_fancy,financial_reports,NYSE_KFY_2004.pdf,2,5,40.0
ann_reports_10_14_fancy,financial_reports,NYSE_SNA_2010.pdf,2,13,15.384615384615385
ann_reports_10_14_fancy,financial_reports,NYSE_AIG_2011.pdf,2,17,11.76470588235294
ann_reports_10_14_fancy,financial_reports,NYSE_COP_2014.pdf,2,18,11.11111111111111
ann_reports_10_14_fancy,financial_reports,NYSE_LNN_2014.pdf,2,18,11.11111111111111
ann_reports_10_14_fancy,financial_reports,NYSE_TEL_2013.pdf,2,24,8.333333333333332
ann_reports_10_14_fancy,financial_reports,TSX-V_ORO_2012.pdf,2,33,6.0606060606060606
ann_reports_10_14_fancy,financial_reports,NYSE_IP_2014.pdf,2,35,5.714285714285714
ann_reports_10_14_fancy,financial_reports,NASDAQ_UFPT_2014.pdf,2,38,5.263157894736842
ann_reports_10_14_fancy,financial_reports,OTC_BRBS_2012.pdf,2,42,4.761904761904762
ann_reports_10_14_fancy,financial_reports,NASDAQ_POWL_2013.pdf,2,48,4.166666666666666
ann_reports_10_14_fancy,financial_reports,NASDAQ_BNTC_2014.pdf,2,52,3.8461538461538463
